iso_code,country,sdg_region,bound,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,,,,,,,,,
SAU,Saudi Arabia,Northern Africa and Western Asia,Lower,37.0941,34.3373,31.8280,29.6494,27.7747,26.1401,24.6950,23.4065,22.1951,21.0260,19.8539,18.7147,17.6337,16.6186,15.6226,14.6755,13.7745,12.9244,12.1162,11.3714,10.6801,10.0374,9.4363,8.8551,8.2938,7.7385,7.1741,6.6409,6.1535,5.7374,5.3293,4.9592,4.6451,4.3348,,,,,,,,,
SAU,Saudi Arabia,Northern Africa and Western Asia,Median,44.3877,41.0563,38.0571,35.3621,32.8521,30.6171,28.5750,26.7218,25.0276,23.4901,22.0962,20.8166,19.6353,18.5316,17.4810,16.5024,15.5678,14.6676,13.8044,12.9899,12.2260,11.4985,10.8166,10.1826,9.5870,9.0339,8.5131,8.0349,7.6133,7.2499,6.9327,6.6487,6.3995,6.1580,,,,,,,,,
SAU,Saudi Arabia,Northern Africa and Western Asia,Upper,52.9095,48.3393,44.4350,40.9188,37.7256,34.9577,32.4355,30.1921,28.1646,26.3483,24.7306,23.3141,22.0688,20.9324,19.9426,18.9608,18.0644,17.1009,16.1592,15.2047,14.2481,13.3463,12.5086,11.7817,11.1298,10.5968,10.1592,9.8240,9.5483,9.3279,9.1756,9.0229,8.9611,8.9022,,,,,,,,,
SDN,Sudan,Northern Africa and Western Asia,Lower,122.0259,119.8337,117.5259,115.1663,112.7089,110.0232,107.3910,104.4294,101.4417,98.2165,94.9153,91.5157,88.0826,84.8103,93.0859,90.5286,75.5984,72.9179,70.3097,67.8741,65.4133,62.9476,60.5524,58.0979,55.5697,53.0535,50.3999,47.5980,44.8534,42.1711,39.6302,37.1885,34.7541,32.5411,,,,,,,,,
SDN,Sudan,Northern Africa and Western Asia,Median,131.8182,129.4961,127.0899,124.5935,121.9978,119.2726,116.4346,113.3644,110.1785,106.8556,103.4093,99.9228,96.4588,93.1127,102.5808,100.1380,84.0087,81.3438,78.7826,76.4265,74.2256,72.1840,70.2270,68.3073,66.3657,64.4679,62.5866,60.6683,58.9003,57.0711,55.3088,53.5554,51.7728,50.1492,,,,,,,,,
SDN,Sudan,Northern Africa and Western Asia,Upper,142.4960,140.0333,137.4502,134.8961,132.2876,129.4918,126.5798,123.3231,119.9748,116.3968,112.6425,108.9983,105.2709,101.8265,112.4488,110.1142,92.6588,90.0804,87.7961,85.7020,83.8750,82.2963,80.9750,79.8641,78.9398,78.0676,77.3851,76.9155,76.6360,76.2913,76.3477,76.6281,76.4960,76.3169,,,,,,,,,
SEN,Senegal,Sub-Saharan Africa,Lower,130.5775,128.8381,128.3937,128.7463,129.7627,130.7416,131.4598,131.3481,130.0590,127.1027,122.2827,115.6030,107.3206,98.7423,90.6025,82.9206,76.3605,70.7196,66.0026,62.0546,58.8922,56.1893,53.8288,51.8714,50.1687,48.5556,47.1331,45.6078,43.8688,41.8917,39.6253,36.9389,34.0835,31.4607,,,,,,,,,
SEN,Senegal,Sub-Saharan Africa,Median,137.4298,135.4669,134.9721,135.4715,136.4536,137.5617,138.4316,138.4674,137.2640,134.3278,129.2892,122.1322,113.5442,104.5088,95.8886,87.9927,81.0556,75.2188,70.3418,66.3202,62.9792,60.1353,57.7108,55.6769,53.9428,52.4391,51.0603,49.6671,48.1575,46.4586,44.5515,42.4917,40.4198,38.5193,,,,,,,,,
SEN,Senegal,Sub-Saharan Africa,Upper,144.5337,142.5131,142.0802,142.6286,143.6318,144.8637,145.7321,145.9355,144.9936,142.1051,137.0466,129.3959,120.2907,110.8526,101.6171,93.3817,86.0490,79.9637,74.8811,70.6716,67.1663,64.1669,61.6793,59.6293,57.9425,56.5494,55.3965,54.3537,53.1287,51.7852,50.4372,49.1943,48.2490,47.5322,,,,,,,,,
SGP,Singapore,Eastern and South-Eastern Asia,Lower,7.3570,6.6676,6.0317,5.5023,5.1164,4.8110,4.5756,4.3557,4.1258,3.8925,3.6459,3.4086,3.1903,3.0039,2.8704,2.7673,2.7108,2.6801,2.6593,2.6512,2.6425,2.6306,2.6069,2.5814,2.5614,2.5315,2.4934,2.4398,2.3600,2.2680,2.1566,2.0264,1.8757,1.7209,,,,,,,,,
SGP,Singapore,Eastern and South-Eastern Asia,Median,7.6633,6.9553,6.3134,5.7821,5.3708,5.0540,4.8011,4.5794,4.3519,4.1040,3.8490,3.6051,3.3887,3.2075,3.0664,2.9671,2.8997,2.8630,2.8426,2.8322,2.8221,2.8063,2.7836,2.7626,2.7418,2.7168,2.6755,2.6165,2.5367,2.4394,2.3369,2.2397,2.1525,2.0690,,,,,,,,,
SGP,Singapore,Eastern and South-Eastern Asia,Upper,7.9868,7.2456,6.5884,6.0535,5.6295,5.3041,5.0437,4.8314,4.6068,4.3366,4.0713,3.8191,3.5994,3.4156,3.2718,3.1687,3.0930,3.0510,3.0311,3.0186,3.0144,2.9939,2.9710,2.9531,2.9307,2.9059,2.8692,2.8092,2.7297,2.6231,2.5275,2.4684,2.4540,2.4739,,,,,,,,,
SLB,Solomon Islands,Oceania,Lower,33.3910,32.6511,31.9191,31.1193,30.3892,29.6968,29.1413,28.6457,28.2057,27.8120,27.4167,27.1024,26.8007,26.5290,26.2515,25.9602,25.6317,25.2131,24.7619,24.2211,23.5795,22.9426,22.2285,21.5416,20.8978,20.2127,19.5482,18.8061,18.0592,17.2548,16.3813,15.5302,14.6613,13.8629,,,,,,,,,
SLB,Solomon Islands,Oceania,Median,38.2000,37.1728,36.1625,35.2079,34.3104,33.4749,32.7394,32.0951,31.5547,31.0574,30.6522,30.2681,29.9487,29.6825,29.4043,29.1274,28.8262,28.4743,28.0800,27.6473,27.2025,26.7060,26.2279,25.7768,25.3244,24.9358,24.5171,24.0834,23.5972,23.0305,22.4081,21.8313,21.2263,20.5501,,,,,,,,,
SLB,Solomon Islands,Oceania,Upper,43.6098,42.2621,40.9695,39.7869,38.7365,37.7008,36.7843,36.0421,35.3053,34.7119,34.1508,33.7987,33.4228,33.1620,32.9421,32.7349,32.5374,32.2813,31.9283,31.6504,31.3699,31.0628,30.8330,30.7517,30.6926,30.6089,30.7108,30.7041,30.7233,30.7663,30.6604,30.6415,30.6749,30.8929,,,,,,,,,
SLE,Sierra Leone,Sub-Saharan Africa,Lower,239.1404,238.0260,236.4975,234.8756,232.7261,229.9034,226.5847,222.6269,218.3866,213.9591,209.0282,203.8520,198.6896,193.2439,187.4079,181.4185,175.1825,168.6874,161.8303,154.8410,147.8428,140.9277,134.3969,128.1071,125.5754,125.3335,110.6747,105.1227,99.7412,94.4368,89.1282,83.8918,78.8159,73.9307,,,,,,,,,
SLE,Sierra Leone,Sub-Saharan Africa,Median,259.3242,257.1432,254.8339,252.4842,249.7168,246.5417,242.7931,238.5593,233.9431,228.9625,223.7431,218.2460,212.5961,206.7029,200.6252,194.3248,187.6542,180.6151,173.3449,166.0256,158.7101,151.6761,145.0231,138.8379,136.7993,137.6194,122.6631,117.9094,113.3647,109.1465,105.0567,101.4342,97.7457,94.2763,,,,,,,,,
SLE,Sierra Leone,Sub-Saharan Africa,Upper,280.3146,277.3792,274.6897,271.7177,268.3914,264.7494,260.5659,255.9075,250.6967,245.2560,239.7800,233.8155,227.6930,221.4249,214.8883,208.0562,201.0558,193.6540,186.0902,178.4594,170.6753,163.3441,156.7261,150.7480,149.2757,151.2794,136.1966,132.6416,129.7414,127.0130,125.0171,123.4325,122.2517,122.0045,,,,,,,,,
SLV,El Salvador,Latin America and the Caribbean,Lower,54.3004,51.2880,48.3427,45.4936,42.8405,40.2235,37.7564,35.3601,33.1316,31.0224,29.1138,27.3401,25.6831,24.1325,22.6410,21.2330,19.9524,18.7266,17.5800,16.5322,15.5303,14.5650,13.6464,12.7237,11.8714,11.0610,10.3007,9.5721,8.9029,8.2765,7.7074,7.2278,6.7838,6.4018,,,,,,,,,
SLV,El Salvador,Latin America and the Caribbean,Median,59.3867,56.1480,53.0419,50.0264,47.0911,44.2498,41.4991,38.9170,36.5139,34.3291,32.2643,30.3835,28.6419,27.0021,25.4589,24.0380,22.7183,21.5127,20.3877,19.3640,18.4187,17.5260,16.7235,15.9412,15.2159,14.5416,13.9019,13.2931,12.7101,12.1701,11.6893,11.2383,10.8177,10.4303,,,,,,,,,
SLV,El Salvador,Latin America and the Caribbean,Upper,64.9493,61.4551,58.0880,54.7957,51.5923,48.5314,45.5292,42.7576,40.1899,37.8067,35.6578,33.7032,31.9003,30.2020,28.6571,27.2007,25.8816,24.7335,23.6610,22.6875,21.8394,21.0697,20.4482,19.9101,19.5215,19.1748,18.8784,18.6876,18.5728,18.3588,18.1325,17.9189,17.7832,17.6015,,,,,,,,,
SMR,San Marino,Europe and Northern America,Lower,7.3872,7.0792,6.7650,6.4098,6.0698,5.6901,5.3085,4.9276,4.5602,4.1836,3.8440,3.5295,3.2403,2.9877,2.7638,2.5580,2.3662,2.1957,2.0390,1.8932,1.7507,1.6213,1.5080,1.3980,1.2880,1.1750,1.0763,0.9884,0.9146,0.8527,0.7992,0.7543,0.7076,0.6669,,,,,,,,,
SMR,San Marino,Europe and Northern America,Median,12.7121,11.6248,10.6337,9.7239,8.8819,8.1344,7.4516,6.8570,6.3085,5.8136,5.3607,4.9530,4.5900,4.2460,3.9470,3.6822,3.4426,3.2255,3.0250,2.8493,2.6800,2.5370,2.3918,2.2617,2.1420,2.0292,1.9301,1.8332,1.7492,1.6708,1.6047,1.5401,1.4793,1.4293,,,,,,,,,
SMR,San Marino,Europe and Northern America,Upper,21.2326,18.6204,16.2787,14.3678,12.8269,11.5241,10.4151,9.5527,8.7401,8.0653,7.4577,6.9067,6.4380,6.0129,5.6333,5.3020,4.9960,4.7547,4.5468,4.3515,4.1704,4.0109,3.8604,3.7229,3.6234,3.5227,3.4522,3.3953,3.3219,3.2654,3.2304,3.1820,3.1355,3.0795,,,,,,,,,
SOM,Somalia,Sub-Saharan Africa,Lower,148.0873,358.2782,362.4929,135.9183,135.4769,135.4734,135.4734,135.4734,135.4734,135.4734,135.4734,135.4734,135.4734,135.4734,135.4734,135.4097,134.4497,131.1414,125.3990,118.3879,131.3831,245.3104,121.5651,91.3067,85.4934,79.7415,74.8027,87.4382,73.7280,61.9435,57.9673,54.5459,68.2628,48.3151,,,,,,,,,
SOM,Somalia,Sub-Saharan Africa,Median,179.9560,442.8712,456.0397,172.6167,172.3473,172.3452,172.3452,172.3452,172.3452,172.3452,172.3452,172.3452,172.3452,172.3452,172.3452,172.3017,171.5380,169.7211,166.1217,161.8123,185.9120,358.5452,184.0544,142.6275,137.7718,133.5592,129.6383,155.3752,136.0078,118.0900,114.4448,110.8546,142.8675,104.0192,,,,,,,,,
SOM,Somalia,Sub-Saharan Africa,Upper,220.7308,555.0328,583.6877,222.8210,223.0646,223.0626,223.0626,223.0626,223.0626,223.0626,223.0626,223.0626,223.0626,223.0626,223.0626,223.0521,222.6342,223.0418,223.9333,226.4749,270.9224,541.4323,288.6789,232.1473,234.1400,233.7583,234.0344,291.6419,261.2925,233.9613,232.2462,230.9881,306.1880,225.9336,,,,,,,,,
SRB,Serbia,Europe and Northern America,Lower,27.8094,25.4485,23.7016,22.4436,20.8139,18.9856,16.9719,15.0803,13.7450,12.8198,12.2520,11.6677,10.9791,10.2153,9.3802,8.6890,8.1821,7.8572,7.6759,7.4945,7.3143,7.0907,6.8348,6.5825,6.3140,6.0753,5.8519,5.6694,5.5447,5.4172,5.3055,5.1785,5.0481,4.8712,,,,,,,,,
SRB,Serbia,Europe and Northern America,Median,28.4586,26.1468,24.3370,22.9327,21.4404,19.5011,17.3913,15.5700,14.2099,13.2487,12.5892,12.0400,11.3736,10.5287,9.6949,9.0103,8.5073,8.1660,7.9461,7.7689,7.5749,7.3483,7.0951,6.8302,6.5646,6.3154,6.0913,5.9110,5.7716,5.6525,5.5283,5.4093,5.3097,5.2326,,,,,,,,,
SRB,Serbia,Europe and Northern America,Upper,29.0921,26.8101,24.9297,23.4373,22.0738,20.0298,17.8048,16.0539,14.6923,13.6626,12.9327,12.4431,11.7936,10.8489,9.9908,9.3162,8.8166,8.4577,8.2122,8.0632,7.8663,7.6276,7.3778,7.0879,6.8192,6.5609,6.3273,6.1531,6.0067,5.9028,5.7736,5.6504,5.5775,5.6156,,,,,,,,,
SSD,South Sudan,Sub-Saharan Africa,Lower,250.4943,246.0824,279.5678,274.3957,191.2365,224.8180,218.3569,211.5995,358.1631,161.9957,155.1682,147.8131,140.5180,133.3013,125.8772,118.3971,110.6457,102.7722,94.0568,85.6900,77.9594,70.8744,65.2071,60.1829,104.0633,126.0387,132.1999,129.4662,57.4975,39.8568,36.8655,33.8179,31.1307,28.6311,,,,,,,,,
SSD,South Sudan,Sub-Saharan Africa,Median,302.7571,297.2278,337.7358,331.0855,230.0811,269.6575,261.3090,252.3903,425.6109,191.7469,182.7137,173.8389,165.0959,156.5493,148.3802,140.7792,133.5089,126.9814,120.6365,114.7061,109.3616,104.5235,100.9173,99.2247,182.3313,236.5654,263.9257,278.1872,132.4107,98.7284,98.7284,98.7284,98.7284,98.7284,,,,,,,,,
SSD,South Sudan,Sub-Saharan Africa,Upper,356.1817,346.9264,393.7819,386.5409,269.4993,316.6066,307.6299,297.9830,501.3955,225.8357,214.8817,204.2738,193.4603,183.7318,174.9353,167.6370,161.6886,156.8916,152.9364,150.2436,148.3827,147.1410,147.1815,151.1299,291.2127,396.0821,462.8875,513.4211,257.2885,202.5881,214.5779,227.0858,239.7546,255.7418,,,,,,,,,
STP,Sao Tome and Principe,Sub-Saharan Africa,Lower,95.5469,96.3340,96.5477,95.9867,94.7770,92.6833,89.9487,86.1552,81.8665,77.2413,72.3687,67.3280,62.3070,57.3514,52.5320,47.8804,43.5892,39.6142,35.9477,32.4458,29.3155,26.2494,23.4413,20.8698,18.4543,16.2806,14.3653,12.7698,11.3910,10.3943,9.5615,8.8895,8.2838,7.7010,,,,,,,,,
STP,Sao Tome and Principe,Sub-Saharan Africa,Median,108.1251,108.8139,108.8856,108.2463,106.8437,104.4475,101.2630,97.2610,92.6340,87.5615,82.1151,76.5691,71.0196,65.6647,60.4628,55.6142,51.0536,46.8395,43.0253,39.4924,36.2805,33.2608,30.4099,27.7436,25.3618,23.1156,21.1500,19.4804,18.1032,17.0013,16.0499,15.2570,14.5768,13.9416,,,,,,,,,
STP,Sao Tome and Principe,Sub-Saharan Africa,Upper,122.4529,122.9796,122.8299,121.6442,119.9925,117.3355,113.7312,109.4277,104.3687,98.9463,93.0531,87.0902,81.1213,75.3908,69.8429,64.6084,59.8147,55.4357,51.3924,47.7378,44.5982,41.6422,39.1240,36.8015,34.8239,33.0562,31.5001,30.2236,29.0538,28.1426,27.3157,26.7324,26.1165,25.5981,,,,,,,,,
SUR,Suriname,Latin America and the Caribbean,Lower,38.2087,37.0640,35.8923,34.6876,33.4306,32.1769,30.8961,29.6479,28.3966,27.2068,26.1163,25.1114,24.1280,23.2744,22.4407,21.6796,20.9722,20.3394,19.6640,18.9757,18.3257,17.7043,17.0499,16.3554,15.5814,14.8841,14.1949,13.5248,12.8675,12.1997,11.5979,10.9797,10.4315,9.8385,,,,,,,,,
SUR,Suriname,Latin America and the Caribbean,Median,44.9454,43.3986,41.8508,40.3098,38.8331,37.4236,36.0127,34.6836,33.4416,32.2067,31.0518,29.9662,28.9662,28.0789,27.2291,26.4459,25.7260,25.0427,24.3966,23.7661,23.1877,22.6490,22.1187,21.5800,21.0602,20.5345,20.0343,19.5274,18.9586,18.3795,17.8426,17.3137,16.7871,16.2343,,,,,,,,,
SUR,Suriname,Latin America and the Caribbean,Upper,52.7352,50.7783,48.8231,46.9957,45.3271,43.6440,42.0849,40.5581,39.2256,37.8885,36.7021,35.6391,34.6278,33.6895,32.8870,32.0777,31.4025,30.8197,30.2017,29.6940,29.2389,28.8238,28.5762,28.3754,28.2831,28.2362,28.3655,28.2484,28.3323,28.4332,28.3102,28.1053,27.8253,27.8230,,,,,,,,,
SVK,Slovakia,Europe and Northern America,Lower,14.4096,13.8890,13.3473,12.7843,12.2070,11.6632,11.1379,10.6353,10.1632,9.7283,9.3565,9.0333,8.7719,8.5481,8.3078,8.0431,7.7442,7.4356,7.1448,6.8778,6.6529,6.4717,6.3286,6.2107,6.1010,5.9917,5.8892,5.7957,5.7342,5.7051,5.7102,5.7322,5.7365,5.7037,,,,,,,,,
SVK,Slovakia,Europe and Northern America,Median,14.7331,14.2112,13.6711,13.1030,12.5276,11.9720,11.4451,10.9393,10.4582,10.0226,9.6473,9.3282,9.0621,8.8249,8.5838,8.3047,7.9976,7.6846,7.3840,7.1168,6.8869,6.7007,6.5504,6.4303,6.3211,6.2117,6.1058,6.0190,5.9602,5.9293,5.9284,5.9586,6.0138,6.0752,,,,,,,,,
SVK,Slovakia,Europe and Northern America,Upper,15.0607,14.5473,14.0112,13.4301,12.8537,12.2951,11.7567,11.2475,10.7595,10.3232,9.9372,9.6214,9.3535,9.1131,8.8814,8.5982,8.2817,7.9565,7.6371,7.3596,7.1235,6.9356,6.7884,6.6628,6.5573,6.4394,6.3283,6.2418,6.1798,6.1517,6.1584,6.2045,6.3095,6.4846,,,,,,,,,
SVN,Slovenia,Europe and Northern America,Lower,9.9850,9.2995,8.6648,8.0689,7.5126,6.9915,6.5291,6.1259,5.7696,5.4492,5.1568,4.8901,4.6382,4.3968,4.1731,3.9579,3.7480,3.5459,3.3511,3.1730,3.0093,2.8584,2.7228,2.6066,2.5082,2.4264,2.3606,2.3095,2.2607,2.2107,2.1576,2.0920,2.0222,1.9462,,,,,,,,,
SVN,Slovenia,Europe and Northern America,Median,10.3762,9.6869,9.0364,8.4318,7.8691,7.3478,6.8803,6.4668,6.0927,5.7531,5.4454,5.1620,4.8986,4.6534,4.4196,4.1924,3.9723,3.7617,3.5638,3.3812,3.2145,3.0643,2.9303,2.8138,2.7131,2.6270,2.5540,2.4909,2.4379,2.3935,2.3557,2.3209,2.2874,2.2467,,,,,,,,,
SVN,Slovenia,Europe and Northern America,Upper,10.7747,10.0768,9.4209,8.8084,8.2347,7.7089,7.2341,6.8022,6.4116,6.0593,5.7404,5.4525,5.1923,4.9443,4.6997,4.4635,4.2326,3.9995,3.7842,3.5884,3.4155,3.2622,3.1263,3.0093,2.9034,2.8114,2.7371,2.6724,2.6263,2.5936,2.5761,2.5750,2.5936,2.6191,,,,,,,,,
SWE,Sweden,Europe and Northern America,Lower,6.7632,6.4276,6.0017,5.5255,5.0545,4.6657,4.3797,4.1828,4.0661,3.9956,3.9511,3.9019,3.8310,3.7345,3.6066,3.4668,3.3252,3.1968,3.0936,3.0080,2.9484,2.9001,2.8605,2.8318,2.7961,2.7589,2.7128,2.6565,2.5958,2.5336,2.4827,2.4355,2.3786,2.3007,,,,,,,,,
SWE,Sweden,Europe and Northern America,Median,6.9566,6.6152,6.1797,5.6884,5.2238,4.8417,4.5519,4.3508,4.2218,4.1457,4.0966,4.0490,3.9780,3.8742,3.7433,3.5985,3.4521,3.3221,3.2158,3.1300,3.0621,3.0116,2.9724,2.9384,2.9037,2.8634,2.8158,2.7606,2.7005,2.6416,2.5888,2.5451,2.5081,2.4747,,,,,,,,,
SWE,Sweden,Europe and Northern America,Upper,7.1643,6.8204,6.3645,5.8533,5.3945,5.0185,4.7320,4.5223,4.3788,4.3004,4.2487,4.2056,4.1396,4.0247,3.8874,3.7334,3.5813,3.4508,3.3361,3.2487,3.1777,3.1278,3.0869,3.0509,3.0198,2.9784,2.9295,2.8711,2.8074,2.7502,2.6982,2.6618,2.6467,2.6619,,,,,,,,,
SWZ,Eswatini,Sub-Saharan Africa,Lower,59.8810,59.7671,61.1608,64.0933,68.4585,73.0953,78.6007,83.9486,89.3397,94.3708,98.9061,102.0689,103.5660,104.7448,104.9330,104.0868,94.7979,89.5052,87.4189,81.8500,71.8821,59.3657,54.9606,52.3897,51.6133,48.2436,44.6467,42.8147,39.1623,38.5367,36.1291,33.7055,32.0422,30.3911,,,,,,,,,
SWZ,Eswatini,Sub-Saharan Africa,Median,67.5281,67.1887,68.5289,71.6678,76.2257,81.2349,87.1081,92.9636,98.7314,104.1406,109.1049,112.5644,114.3189,115.7030,116.2088,115.5478,105.3493,100.0301,98.1986,92.4934,81.7843,68.1355,63.8349,61.6177,61.7429,58.6347,55.3145,54.2683,50.9627,51.6436,49.8170,47.6438,46.1928,45.0093,,,,,,,,,
SWZ,Eswatini,Sub-Saharan Africa,Upper,76.2043,75.5879,76.9181,80.0939,84.9206,90.2867,96.6087,103.0314,109.3436,115.3401,121.0546,124.9007,126.9408,128.5706,129.2530,128.6590,117.8070,112.2841,110.8465,105.0600,93.3675,78.2464,74.0941,72.5091,73.9551,71.7729,69.6149,70.3684,68.1320,71.0490,70.2200,68.7964,68.4996,68.1734,,,,,,,,,
SYC,Seychelles,Sub-Saharan Africa,Lower,14.8590,14.3534,13.8907,13.5401,13.2218,12.9670,12.7837,12.6234,12.5231,12.4494,12.3962,12.3608,12.3604,12.3660,12.3979,12.4343,12.4727,12.5140,12.5755,12.6424,12.7122,12.7988,12.8758,12.9604,13.0282,13.0842,13.1029,13.0861,12.9659,12.7761,12.4526,12.0388,11.5276,10.9695,,,,,,,,,
SYC,Seychelles,Sub-Saharan Africa,Median,16.2976,15.7716,15.2975,14.9025,14.5903,14.3337,14.1424,13.9853,13.8766,13.8026,13.7663,13.7475,13.7365,13.7430,13.7527,13.7788,13.8286,13.8835,13.9406,14.0097,14.0911,14.1779,14.2721,14.3753,14.4705,14.5489,14.6202,14.6859,14.7568,14.8101,14.8062,14.7032,14.5086,14.2543,,,,,,,,,
SYC,Seychelles,Sub-Saharan Africa,Upper,17.8860,17.3209,16.8512,16.4786,16.1323,15.8465,15.6378,15.4688,15.3736,15.3149,15.2941,15.2791,15.2697,15.2812,15.2935,15.3118,15.3421,15.3833,15.4396,15.5075,15.6096,15.7331,15.8575,15.9823,16.0718,16.1879,16.3388,16.5406,16.8470,17.1923,17.6003,17.9569,18.2603,18.4964,,,,,,,,,
SYR,Syrian Arab Republic,Northern Africa and Western Asia,Lower,33.5705,32.1628,30.7410,29.2583,27.8404,26.4974,25.2272,23.9774,22.8480,21.7881,20.8498,20.0056,19.3288,18.7115,18.2009,17.7449,17.3042,16.8824,16.4364,15.9833,15.5131,17.0941,25.6092,26.3368,24.1410,23.9550,19.7419,19.0711,17.9879,13.2842,11.5547,10.6031,10.5015,10.0496,,,,,,,,,
SYR,Syrian Arab Republic,Northern Africa and Western Asia,Median,36.9870,35.4766,33.9560,32.4416,30.9201,29.4233,27.9670,26.5917,25.3233,24.1825,23.1779,22.2881,21.5183,20.8601,20.3020,19.8366,19.4584,19.1860,19.0404,18.9514,18.9599,21.6706,33.8595,36.5341,35.3061,36.9586,32.2078,32.9603,32.6003,24.9614,22.3684,20.9895,21.1242,20.5551,,,,,,,,,
SYR,Syrian Arab Republic,Northern Africa and Western Asia,Upper,40.8676,39.2447,37.5903,35.9329,34.2512,32.5260,30.8872,29.3773,27.9866,26.7737,25.7086,24.7711,23.9756,23.3186,22.8204,22.4479,22.1781,22.0505,22.0320,22.1600,22.3651,25.7884,40.5207,43.9532,42.6066,44.8939,39.5177,41.0815,41.6846,32.9252,30.3930,29.5421,30.7520,31.0822,,,,,,,,,
TCA,Turks and Caicos Islands,Latin America and the Caribbean,Lower,12.6368,11.9322,11.3181,10.7483,10.2728,9.8557,9.4731,9.2090,8.9676,8.7424,8.5510,8.3537,8.1975,7.9337,7.6057,7.1898,6.7249,6.2376,5.7750,5.3258,4.9087,4.5207,4.1375,3.7636,3.4331,3.1393,2.8748,2.6167,2.4040,2.2357,2.0963,1.9787,1.8697,1.7845,,,,,,,,,
TCA,Turks and Caicos Islands,Latin America and the Caribbean,Median,18.6083,17.4794,16.4748,15.5111,14.6424,13.8321,13.0720,12.4001,11.7621,11.2033,10.6674,10.1647,9.7245,9.3263,8.9747,8.6562,8.3807,8.1349,7.9180,7.7307,7.5406,7.3757,7.2251,7.0774,6.9490,6.8298,6.7043,6.5726,6.4296,6.2836,6.1134,5.9583,5.7922,5.6122,,,,,,,,,
TCA,Turks and Caicos Islands,Latin America and the Caribbean,Upper,27.6038,25.8559,24.1126,22.5224,20.9795,19.5607,18.1837,16.8807,15.6018,14.4555,13.3714,12.4587,11.6515,11.0057,10.6103,10.3909,10.3570,10.4678,10.6846,10.9729,11.2957,11.7497,12.2505,12.8476,13.4911,14.2192,14.9822,15.6799,16.1744,16.5423,16.7676,16.7670,16.6740,16.4842,,,,,,,,,
TCD,Chad,Sub-Saharan Africa,Lower,195.9776,193.4567,190.8706,188.5753,186.2546,183.9295,181.3716,178.7286,175.8655,172.7646,169.7261,166.3838,163.1323,159.7720,156.4379,153.0173,149.3783,145.5194,141.6158,137.4773,133.2605,128.8377,124.1739,119.5243,114.9481,110.2820,105.1207,99.6841,94.1336,88.3800,82.8181,77.7354,72.7986,68.3744,,,,,,,,,
TCD,Chad,Sub-Saharan Africa,Median,211.6212,208.7594,205.9604,203.3053,200.6718,198.0953,195.4834,192.7594,189.8906,186.8103,183.5534,180.2068,176.7784,173.4145,170.0316,166.5243,162.8507,159.1553,155.3713,151.5465,147.6896,143.8859,140.0975,136.4811,132.9515,129.2741,125.6635,121.9799,118.3343,114.6344,111.0052,107.5729,104.3333,101.1315,,,,,,,,,
TCD,Chad,Sub-Saharan Africa,Upper,228.4229,225.0258,221.8521,218.8348,216.1243,213.3023,210.6704,207.9666,205.0467,201.9102,198.5978,195.2136,191.7889,188.3421,184.9490,181.4246,177.8475,174.3759,170.7927,167.0916,164.0754,160.9732,158.4248,155.8503,153.2427,150.7888,149.3220,148.5106,147.8817,147.4850,147.9125,147.9227,148.1189,148.6147,,,,,,,,,
TGO,Togo,Sub-Saharan Africa,Lower,136.6190,134.9250,133.1075,131.2233,129.0826,126.7018,124.0028,121.0683,118.0248,114.9081,111.5901,108.1027,104.6914,101.3621,98.1509,95.0374,92.0631,89.2903,86.5589,83.8050,81.0016,78.0877,75.2365,72.2806,69.2388,66.1912,63.1127,60.2175,57.0492,53.9012,50.6644,47.5093,44.3992,41.5265,,,,,,,,,
TGO,Togo,Sub-Saharan Africa,Median,147.1823,145.2030,143.2587,141.1327,138.8069,136.1814,133.2410,130.0578,126.6932,123.1515,119.5919,115.9918,112.5225,109.1184,105.8615,102.7190,99.7190,96.9033,94.1056,91.3984,88.6534,85.9470,83.2877,80.6971,78.0909,75.5915,73.1910,70.8731,68.5785,66.3164,64.2700,62.2125,60.2442,58.2898,,,,,,,,,
TGO,Togo,Sub-Saharan Africa,Upper,158.2098,156.0208,153.9120,151.7651,149.3035,146.4727,143.2754,139.7168,136.1318,132.3418,128.4329,124.7412,121.2045,117.8364,114.5098,111.3006,108.3344,105.5808,102.7846,100.1686,97.5295,95.0375,92.6467,90.4252,88.5029,86.7204,84.9973,83.4001,82.2980,81.6682,81.5790,81.7619,81.2759,81.3343,,,,,,,,,
THA,Thailand,Eastern and South-Eastern Asia,Lower,34.4501,32.4107,30.4441,28.6435,26.9833,25.4547,24.0383,22.7569,21.4954,20.2878,19.1962,18.2066,17.2737,16.3798,15.6067,14.8564,14.1840,13.5260,12.9791,12.4701,11.9698,11.5334,11.1575,10.8208,10.5251,10.2768,10.0239,9.7781,9.5612,9.3420,9.1069,8.8535,8.5690,8.2448,,,,,,,,,
